Date,BND,SPY,TSLA,"('returns', 'BND')","('returns', 'SPY')","('returns', 'TSLA')"
2015-07-07,-1.5915928973568865,-1.2585435364069488,-0.9449083041371535,,,
2015-07-08,-1.5535843219314445,-1.2818264435960323,-0.9520326878443263,0.7943491233932265,-1.5095941726454516,-1.3427991674848865
2015-07-09,-1.5981982353224296,-1.2793583873263596,-0.9504004691614499,-0.9769062473254189,0.10738570808318589,0.2622783651161119
2015-07-10,-1.6610072259225492,-1.2621463575638956,-0.9497222291324963,-1.370924034263901,1.0454826845746255,0.07878789864857198
2015-07-13,-1.6924062705819114,-1.246868391272176,-0.9480624492081838,-0.6993667052096585,0.9102977304083204,0.2624167874191256
2015-07-14,-1.667604178287019,-1.2407976346037655,-0.9461379898633936,0.5148164434481367,0.32742545820612,0.3079499827840494
2015-07-15,-1.6296023113424356,-1.241264968871484,-0.947522046939063,0.7988384124338236,-0.07890550133723492,-0.30255780493642603
2015-07-16,-1.6296023113424356,-1.2299904994732205,-0.9455700105765107,-0.021716849962472515,0.6481317500650262,0.3117178686283767
2015-07-17,-1.6279528636112914,-1.228789800603989,-0.9411696619659697,0.013798020015341217,0.023776861879148906,0.7535025717275728
2015-07-20,-1.6461278153778498,-1.228055952969641,-0.9369788545167083,-0.4130003875531114,-0.004938413193847166,0.6930728905847074
2015-07-21,-1.621344171405319,-1.2336597376449594,-0.9455203940313952,0.5125667178003911,-0.39373001635489585,-1.5211144941216341
2015-07-22,-1.6163832498102761,-1.2361952977533024,-0.9449138258512364,0.08503291763353796,-0.2061334395106797,0.061475819712564383
2015-07-23,-1.5849925907519873,-1.2441340631522917,-0.9452832758523537,0.6535021195691694,-0.53977528493139,-0.11621421374199283
2015-07-24,-1.5767143253722944,-1.258677094985785,-0.9462703216854694,0.1559351640346901,-0.9523181667239008,-0.22881332283841477
2015-07-27,-1.5502837493489412,-1.2667494189636108,-0.9531079706684852,0.5451362923807652,-0.5560844203804749,-1.3022876186245387
2015-07-28,-1.5734196227105426,-1.2498045063588195,-0.9465956610792282,-0.5169376774129263,1.018625030430354,1.2029055649464695
2015-07-29,-1.5849925907519873,-1.240197345548254,-0.9471470910001887,-0.2698601312837474,0.5485303977170579,-0.15041335245057688
2015-07-30,-1.5800266377963004,-1.2398638113757892,-0.9455093663795555,0.08485276378256416,-0.029341412518064627,0.2528355221602847
2015-07-31,-1.5337641152342785,-1.2419989372640405,-0.9458622670147504,0.9707134085367547,-0.18205227430685533,-0.11346842232084124
2015-08-03,-1.5024656977877975,-1.2467357987590095,-0.9492590362025789,0.6474037195455891,-0.34343550567934056,-0.6699335019728274
2015-08-04,-1.5488204619616273,-1.2494709721863548,-0.9457905793896296,-1.0104340974385284,-0.22000065880164335,0.5998037916330372
2015-08-05,-1.5703496541575588,-1.244867669270222,-0.9436676065353998,-0.48249690923054117,0.23673080021051232,0.3386885937076373
2015-08-06,-1.5620806129390465,-1.2563423557785316,-0.9569017510988672,0.1555444889125201,-0.7623116234923156,-2.432217390509596
2015-08-07,-1.5339209259743516,-1.2590108706746674,-0.9588978980687781,0.5815652193859847,-0.21700351028214407,-0.44362433295672704
2015-08-10,-1.5620806129390465,-1.2415317237545305,-0.9596533474369352,-0.623742315464041,1.0461668845253083,-0.2006537116676441
2015-08-11,-1.5107414474871683,-1.2542075921649063,-0.9617322096838065,1.0781532590789653,-0.8350107666977645,-0.4684731444270594
2015-08-12,-1.5157065618827479,-1.2525395590279562,-0.9612910720575685,-0.1276842576726271,0.05426605544520952,0.04127397435990189
2015-08-13,-1.5438528318857254,-1.254274129937907,-0.9588978980687781,-0.6226458431191306,-0.15825062999792233,0.4396449366630823
2015-08-14,-1.5488204619616273,-1.249203855028682,-0.9585449974335832,-0.12799780801719324,0.26690498004465435,0.02165936307423601
2015-08-17,-1.523992374303407,-1.241398648208529,-0.9520161542547297,0.5096680528500545,0.4360629349099974,1.2569843910237566
2015-08-18,-1.5488204619616273,-1.2454680790839423,-0.9488565032459426,-0.5521265749996637,-0.3019791999341351,0.5536196346661133
2015-08-19,-1.5008028330949357,-1.2565422106139512,-0.9518727790044883,1.0059838493367759,-0.7377403447257642,-0.6118741635311994
2015-08-20,-1.4892130938513441,-1.2855628233318155,-0.9590798779886214,0.22545448770223556,-1.8666736763331544,-1.4225743374088118
2015-08-21,-1.4676839016554124,-1.326524128485412,-0.9653715951002704,0.43703827971572434,-2.6688495632833633,-1.3128391707181588
2015-08-24,-1.4710062768007066,-1.3820963315857981,-0.9719335291228058,-0.09239954210261428,-3.713273974365436,-1.4322785293185827
2015-08-25,-1.5157065618827479,-1.3969733806245912,-0.9712938779871281,-0.9729367512803069,-1.0737758316519828,0.09303358259418137
2015-08-26,-1.5736636437017795,-1.3490066502671467,-0.96864153840378,-1.2591131664237054,3.290268669059426,0.5372353224626951
2015-08-27,-1.5554509567303905,-1.3169178129823071,-0.9586332186483005,0.3687998874452545,2.1019627830419663,2.116110972670739
2015-08-28,-1.5488204619616273,-1.3168510336928891,-0.9556059152379152,0.1202624942788609,-0.045607755825503075,0.5568921540714947
2015-08-31,-1.5670365031734454,-1.3275919933250593,-0.9552860817819133,-0.4115869608715857,-0.7528658190159123,0.013485418632125068
2015-09-01,-1.5341901037688088,-1.3669526484221672,-0.9610374202889305,0.6822300985742049,-2.6467167076664437,-1.172391693872698
2015-09-02,-1.5441412965626515,-1.3426685349246459,-0.9560415311500704,-0.23446746637101343,1.6014067349607213,0.9692442294486828
2015-09-03,-1.5341901037688088,-1.3417347116966696,-0.9572105569030295,0.19119048649517195,0.012341551957496956,-0.27870514464841617
2015-09-04,-1.500999056160054,-1.3614820600510593,-0.959217715748454,0.6878881174317122,-1.3668923080905537,-0.44670521981780076
2015-09-08,-1.5341901037688088,-1.3291932471725914,-0.9557768517295928,-0.729583890703412,2.1363986737193783,0.6426982671115231
2015-09-09,-1.5375015776327075,-1.3468053488805207,-0.9553687970588737,-0.09251420263774389,-1.2133129706402819,0.030855478234570695
2015-09-10,-1.5657132553240578,-1.3397331443872547,-0.9556059152379152,-0.6250136119699794,0.42349458710785637,-0.09546383593673502
2015-09-11,-1.5375015776327075,-1.3337961878140978,-0.954635402994396,0.5828418341956135,0.3453401689330054,0.14086299220638862
2015-09-14,-1.5341901037688088,-1.338666245613277,-0.9530087060256024,0.0490978488802869,-0.372788844057995,0.2670786991481412
2015-09-15,-1.590612620591402,-1.3223213805475797,-0.952799164864323,-1.2279968891508737,1.037473170518552,-0.008868601189614226
2015-09-16,-1.5989068186131346,-1.3108470563138965,-0.9480128168867423,-0.1997850844619876,0.7040035654180811,0.8690466608070126
2015-09-17,-1.5225718534815675,-1.3138489846242885,-0.9481120815296252,1.6181297163813826,-0.24554084934386772,-0.0675373440655762
2015-09-18,-1.484398081714979,-1.3356235010283402,-0.948911641505141,0.7937150240661522,-1.4716907997588429,-0.19753153164835757
2015-09-21,-1.5341901037688088,-1.3288502938598468,-0.9469375498389093,-1.0823344265552466,0.39960863970418026,0.3193234300919248
2015-09-22,-1.5092949313020012,-1.3459503807628341,-0.9487351832993806,0.5105272134012229,-1.1791987461775286,-0.38009357789253695
2015-09-23,-1.5092949313020012,-1.3480291125676165,-0.9486690173883426,-0.021716849962472515,-0.1890542229916338,-0.036791308776453445
2015-09-24,-1.5043096914638454,-1.3527233464149098,-0.9475330903672285,0.08466871929003593,-0.3645455678234199,0.1625291479317079
2015-09-25,-1.529214926651941,-1.353059295751549,-0.9509574207964933,-0.5530017651146025,-0.0725721652491843,-0.682177787536175
2015-09-28,-1.494366884271076,-1.385515841781919,-0.9556334764793514,0.7230396029548284,-2.233398869495838,-0.9344784289753856
2015-09-29,-1.484398081714979,-1.384777888368475,-0.9566150163747102,0.1907842785961143,0.0009436627890301826,-0.24131147536055395
2015-09-30,-1.457858492877671,-1.3612400606007988,-0.9556500258452738,0.5436017138420343,1.5732740444728104,0.14118363733064457
2015-10-01,-1.4505462487416376,-1.3578872089358873,-0.9603481447199742,0.13373686806595578,0.177011328594006,-0.9691304637086807
2015-10-02,-1.3989966047028162,-1.3386408863894472,-0.9561076970611084,1.0736070835058567,1.2496146250934483,0.8107496616868514
2015-10-05,-1.4521990507132112,-1.3153713833615308,-0.9568907234470276,-1.1478915540059993,1.4981508795956646,-0.20297502419237262
2015-10-06,-1.4339150861326981,-1.319931213322527,-0.9594768892311748,0.36682701051332506,-0.3480412951577451,-0.5601883112947683
2015-10-07,-1.4339150861326981,-1.3090675633503044,-0.9647154103749961,-0.021716849962472515,0.6625895774687269,-1.1044383704947607
2015-10-08,-1.4555289728994714,-1.2969965728073711,-0.9676048602492228,-0.480406681047437,0.7353491591868787,-0.6550518278982754
2015-10-09,-1.4571859676715817,-1.2961919608627177,-0.9709299339237676,-0.05693748317818083,0.0019009791037746925,-0.7625190544716907
2015-10-12,-1.4339150861326981,-1.29491772024438,-0.9737477119491995,0.47298300507280994,0.03213227719318394,-0.6701973578735055
2015-10-13,-1.4255965698678528,-1.3034344344302689,-0.9717239879615265,0.15481867377612962,-0.598265700222118,0.4075003966975389
2015-10-14,-1.3757156604426444,-1.3098726583277926,-0.9730308593624811,1.0362094636395296,-0.467085667313156,-0.3390674232679422
2015-10-15,-1.4023248497688616,-1.2893519744048063,-0.9705880609404124,-0.5840140843249952,1.2858824402859232,0.49875500025071823
2015-10-16,-1.4073109281671248,-1.283182558279877,-0.9674449514093848,-0.12728651542546046,0.34556663347800326,0.6417124879759297
2015-10-19,-1.4073109281671248,-1.2825121087051037,-0.9668438970551458,-0.021716849962472515,-0.007187493499031362,0.07966577248330088
2015-10-20,-1.4289222992535762,-1.2842554949642906,-0.975153840104874,-0.4794591237185358,-0.16119251958148645,-1.8212347655387222
2015-10-21,-1.4039810059808646,-1.2927045845533003,-0.9767750232477478,0.5073932189055254,-0.589654228434129,-0.4193022027735875
2015-10-22,-1.380707608761659,-1.2698376893932324,-0.9758761986293492,0.4711079084438868,1.4197364754020658,0.1589817868062326
2015-10-23,-1.415626090191541,-1.2547491927309833,-0.9773264452805454,-0.7598729098683459,0.9036880823434471,-0.3823199362010836
2015-10-26,-1.4006577922754633,-1.2581688236853128,-0.9739241622667969,0.29551431190097527,-0.2637717044483434,0.7423817772123371
2015-10-27,-1.397330385769525,-1.2608513465336595,-0.9766316558856692,0.048725343422457795,-0.21810120477413059,-0.6609429323805578
2015-10-28,-1.4355745965851305,-1.2450926418130541,-0.9751924368863129,-0.8311609797598979,0.9395880587972629,0.2836888942634831
2015-10-29,-1.4837867713967257,-1.245897132999499,-0.9759258230626277,-1.0450001471796941,-0.09992779338094919,-0.21664002502633378
2015-10-30,-1.4538627539661804,-1.2519327490291743,-0.9785175184490207,0.6156645560243209,-0.42493663723587005,-0.6448211842076077
2015-11-02,-1.4806840989995553,-1.2354357286204989,-0.9747347498941523,-0.5917542625217351,0.9793245834572625,0.8400839169565145
2015-11-03,-1.5040237424672411,-1.2313450443003522,-0.9777344920631015,-0.5187374812279889,0.2022686900184571,-0.7316437486541671
2015-11-04,-1.4956800693991754,-1.2356367910380057,-0.9648973745185134,0.15626878438978722,-0.31385786463390336,2.9479089614485536
2015-11-05,-1.5206741919586497,-1.2370459185754756,-0.9648201809556358,-0.5545585506231477,-0.13688239967456478,-0.03291473641594548
2015-11-06,-1.5739948749441801,-1.237783268197876,-0.9644948336737141,-1.160542941505475,-0.095497658790339,0.019156711863810492
2015-11-09,-1.585655891796896,-1.250926591634179,-0.9683713372692195,-0.27175871185980943,-0.8617946328921947,-0.8606405009870364
2015-11-10,-1.57066495275792,-1.2477075400645214,-0.9732404005237606,0.30000534145492097,0.15072423296896206,-1.1002257424666764
2015-11-11,-1.5689978952645214,-1.2532066273728857,-0.9718177308903265,0.014020274342551207,-0.39204736381578204,0.27051652200395854
2015-11-12,-1.5673274835306936,-1.2726540123368328,-0.9752034645381524,0.014087752902446817,-1.2644729530395482,-0.800865753807752
2015-11-13,-1.5423367152116487,-1.2880779753028861,-0.9783741431987792,0.5138838552171682,-1.0268459116035304,-0.7734158953196225
2015-11-16,-1.5423367152116487,-1.2674237328010631,-0.9744480230581584,-0.021716849962472515,1.273001631926273,0.8726231609370617
2015-11-17,-1.5273323592109553,-1.2684292864050148,-0.974618951661673,0.2992608312908193,-0.11342260331832,-0.08792179853238545
2015-11-18,-1.53400981334573,-1.2465679448488987,-0.9707204006506512,-0.16440448874554858,1.33035234115666,0.8370243208378649
2015-11-19,-1.5156780508390983,-1.2477748023867745,-0.970317859805852,0.3702001636336412,-0.12498916084145029,0.039446771897009465
2015-11-20,-1.519002103104607,-1.2426779606716327,-0.9713049135271308,-0.09268594014523164,0.2670850085392109,-0.2655951522970879
2015-11-23,-1.5140168632664512,-1.2442873053191483,-0.9725511170666413,0.08474502316422998,-0.1497281744993343,-0.32465261719077015
2015-11-24,-1.5090182064665778,-1.2424101189647077,-0.972275409994324,0.08499224198963204,0.06650704040407919,0.0124640908275113
2015-11-25,-1.5073444404923206,-1.2426113021404233,-0.9659947126463517,0.014000771181526877,-0.06244533573325931,1.3506917443049482
2015-11-27,-1.500688788920337,-1.2410019574929074,-0.964908402170353,0.12029503869850655,0.049767420798884326,0.18097848660817387
2015-11-30,-1.5073444404923206,-1.246835665797615,-0.9656528238866705,-0.16365899585623248,-0.41113083488311586,-0.20546888339849498
2015-12-01,-1.4560916467314988,-1.2334906761527615,-0.9618314664385264,1.0718659439091562,0.7796265789447984,0.7581409063369956
2015-12-02,-1.472785701348489,-1.2479088439984458,-0.9646988688972367,-0.37657584901592683,-0.9378314617833042,-0.6371697719415403
2015-12-03,-1.577973842653524,-1.2674906328486901,-0.9643018418783572,-2.2604086987568026,-1.268233649653587,0.03412147140045486
2015-12-04,-1.5245441468540388,-1.2405992288668501,-0.9655866500874696,1.1242900261194826,1.646795794980193,-0.31768531420357443
2015-12-07,-1.5011743152224888,-1.249115943052739,-0.9651730894789937,0.4775600860844431,-0.5770791297961645,0.03819415475752551
2015-12-08,-1.497830976074511,-1.2585041692309082,-0.9676048602492228,0.04958762415825262,-0.6345589558030018,-0.5609063960780033
2015-12-09,-1.5028371799153506,-1.2693007983972953,-0.9688179887213774,-0.12845944255062536,-0.7268044586567474,-0.30940186062538966
2015-12-10,-1.504509268769393,-1.265746884314877,-0.9674118684538658,-0.05738240542660363,0.17455899942120767,0.25551324071808446
2015-12-11,-1.4677794975076495,-1.2925040051686283,-0.9729536579114406,0.7618236671843001,-1.7361464695990043,-1.2362821238977972
2015-12-14,-1.5312291480297797,-1.2856638979525081,-0.9720934458508068,-1.3716016390983143,0.3895882346403234,0.14368178899513165
2015-12-15,-1.546255306593264,-1.2713800132349125,-0.9707093729988115,-0.3428968870184509,0.8633336657379111,0.2588855173380985
2015-12-16,-1.5612772723562118,-1.2512618164215659,-0.9633092822193217,-0.3431644756229595,1.2230158788358432,1.578991777238155
2015-12-17,-1.5328953669630707,-1.2725198499669528,-0.96392687805132,0.5862897350907861,-1.3756977492312887,-0.17722894211547732
2015-12-18,-1.5028371799153506,-1.296994157643197,-0.965542539480111,0.6208478715792296,-1.5998929579676051,-0.3858586627979572
2015-12-21,-1.5178616613586202,-1.285863269755093,-0.9643845571553176,-0.34218814246527385,0.6677072854756075,0.19528736717991943
2015-12-22,-1.5362412217913703,-1.2735182788365904,-0.9658237682665111,-0.41418694693656327,0.7394764614012106,-0.3501537532492071
2015-12-23,-1.534552361735181,-1.2565189042796696,-0.9659616296908327,0.014395458223867258,1.0273455129621916,-0.07828817668649311
2015-12-24,-1.524517312930604,-1.2588127064541696,-0.9654818873949929,0.19283230750869174,-0.19356803636220726,0.052467711245298504
2015-12-28,-1.524517312930604,-1.2619827301910898,-0.9663751902993086,-0.021716849962472515,-0.24874680807375843,-0.2375831344490857
2015-12-29,-1.5663648165274635,-1.247209412453581,-0.9618314664385264,-0.9157520430354147,0.8784689782083623,0.9162338572686802
2015-12-30,-1.557992632415748,-1.2571258350366603,-0.961335182664927,0.15770250935652774,-0.6666069842057961,0.05265189873179321
2015-12-31,-1.5312123768276327,-1.2710225689371226,-0.9602764492066905,0.5518390273742141,-0.9202815731498186,0.16717780859964432
2016-01-04,-1.5379116335251983,-1.2902478795552466,-0.969430070727456,-0.16491145532777685,-1.2661576827293517,-1.904285329844241
2016-01-05,-1.52116642674166,-1.287954318897164,-0.9694190430756164,0.33638434667567285,0.09716800541988574,-0.04672448666103539
2016-01-06,-1.4608882105455023,-1.3050889426478431,-0.9718397861940058,1.265755451253727,-1.1474133046586095,-0.5761429257274863
2016-01-07,-1.459211928890923,-1.3372668994907129,-0.9737091072795977,0.013927788723528525,-2.13723518256464,-0.4642498670607823
2016-01-08,-1.4424717534680291,-1.351635556470825,-0.9762732256482286,0.3342041989636489,-1.0049268433304204,-0.6274962867270929
2016-01-11,-1.499399083475243,-1.3503541911181731,-0.9780102070235817,-1.2305879636589658,0.03612736985523234,-0.44955905915926825
2016-01-12,-1.4642281954530507,-1.3398977378257302,-0.9768411891587857,0.7282857947784712,0.6519815402925805,0.22445732392782114
2016-01-13,-1.430741974686511,-1.3724804761842053,-0.9821679315173242,0.6905128705747646,-2.2198054931016338,-1.2831454562381421
2016-01-14,-1.4474922128306933,-1.351568656423198,-0.9789310869456596,-0.37710754462319196,1.3782528157167282,0.7369005475587951
2016-01-15,-1.424053619270341,-1.3793612789166616,-0.9795872716709338,0.47619327548632095,-1.9174942593782065,-0.20393492367895033
