Date,BND,SPY,TSLA
2015-07-01,60.816749572753906,174.9170684814453,17.94333267211914
2015-07-02,60.96706771850586,174.75697326660156,18.667999267578125
2015-07-06,61.17757797241211,174.25958251953125,18.648000717163086
2015-07-07,61.237701416015625,175.35543823242188,17.858667373657227
2015-07-08,61.410640716552734,172.41346740722656,16.997333526611328
2015-07-09,61.2076416015625,172.725341796875,17.19466781616211
2015-07-10,60.922000885009766,174.9002685546875,17.27666664123535
2015-07-13,60.77916717529297,176.83067321777344,17.477333068847656
2015-07-14,60.89192199707031,177.59774780273438,17.709999084472656
2015-07-15,61.0648193359375,177.53875732421875,17.542667388916016
2015-07-16,61.0648193359375,178.96337890625,17.778667449951172
2015-07-17,61.07233428955078,179.11509704589844,18.310667037963867
2015-07-20,60.98965072631836,179.20787048339844,18.817333221435547
2015-07-21,61.1024055480957,178.49978637695312,17.784666061401367
2015-07-22,61.12495040893555,178.17941284179688,17.857999801635742
2015-07-23,61.267765045166016,177.17626953125,17.81333351135254
2015-07-24,61.30540466308594,175.33856201171875,17.694000244140625
2015-07-27,61.425636291503906,174.31858825683594,16.867332458496094
2015-07-28,61.3204345703125,176.4597625732422,17.654666900634766
2015-07-29,61.267765045166016,177.6736297607422,17.58799934387207
2015-07-30,61.290340423583984,177.71583557128906,17.785999298095703
2015-07-31,61.500823974609375,177.4459991455078,17.74333381652832
2015-08-03,61.643218994140625,176.84750366210938,17.332666397094727
2015-08-04,61.43231964111328,176.5018768310547,17.75200080871582
2015-08-05,61.3343505859375,177.08351135253906,18.0086669921875
2015-08-06,61.37202453613281,175.63365173339844,16.408666610717773
2015-08-07,61.50005340576172,175.29644775390625,16.167333602905273
2015-08-10,61.37202453613281,177.5050811767578,16.076000213623047
2015-08-11,61.605533599853516,175.90335083007812,15.824666976928711
2015-08-12,61.58296203613281,176.11412048339844,15.878000259399414
2015-08-13,61.454864501953125,175.8949737548828,16.167333602905273
2015-08-14,61.43231964111328,176.53561401367188,16.209999084472656
2015-08-17,61.5452766418457,177.52188110351562,16.999332427978516
2015-08-18,61.43231964111328,177.00767517089844,17.381332397460938
2015-08-19,61.650718688964844,175.6083984375,17.016666412353516
2015-08-20,61.70346450805664,171.9414520263672,16.14533233642578
2015-08-21,61.801448822021484,166.76553344726562,15.38466739654541
2015-08-24,61.78631591796875,159.74362182617188,14.591333389282227
2015-08-25,61.58296203613281,157.86380004882812,14.66866683959961
2015-08-26,61.31929397583008,163.92471313476562,14.989333152770996
2015-08-27,61.40216064453125,167.97940063476562,16.19933319091797
2015-08-28,61.43231964111328,167.9878692626953,16.565332412719727
2015-08-31,61.34938049316406,166.6306915283203,16.604000091552734
2015-09-01,61.4988899230957,161.65708923339844,15.908666610717773
2015-09-02,61.45356750488281,164.72555541992188,16.512666702270508
2015-09-03,61.4988899230957,164.84353637695312,16.3713321685791
2015-09-04,61.649845123291016,162.34832763671875,16.1286678314209
2015-09-08,61.4988899230957,166.4283447265625,16.544666290283203
2015-09-09,61.48377990722656,164.20289611816406,16.5939998626709
2015-09-10,61.35545349121094,165.09646606445312,16.565332412719727
2015-09-11,61.48377990722656,165.8467254638672,16.682666778564453
2015-09-14,61.4988899230957,165.23135375976562,16.87933349609375
2015-09-15,61.24223709106445,167.29666137695312,16.904666900634766
2015-09-16,61.20448684692383,168.74655151367188,17.483333587646484
2015-09-17,61.55169677734375,168.3671875,17.471332550048828
2015-09-18,61.72534942626953,165.61582946777344,17.374666213989258
2015-09-21,61.4988899230957,166.47164916992188,17.613332748413086
2015-09-22,61.61212921142578,164.31094360351562,17.395999908447266
2015-09-23,61.61212921142578,164.04827880859375,17.40399932861328
2015-09-24,61.63473892211914,163.455078125,17.541332244873047
2015-09-25,61.52150344848633,163.41270446777344,17.12733268737793
2015-09-28,61.680030822753906,159.3114776611328,16.562000274658203
2015-09-29,61.72534942626953,159.4047088623047,16.44333267211914
2015-09-30,61.84609603881836,162.37887573242188,16.559999465942383
2015-10-01,61.87939453125,162.80259704589844,15.991999626159668
2015-10-02,62.113895416259766,165.2344970703125,16.504667282104492
2015-10-05,61.87186813354492,168.1748809814453,16.40999984741211
2015-10-06,61.95502471923828,167.59861755371094,16.097333908081055
2015-10-07,61.95502471923828,168.97134399414062,15.46399974822998
2015-10-08,61.85671615600586,170.4966278076172,15.114666938781738
2015-10-09,61.84913635253906,170.5982666015625,14.712667465209961
2015-10-12,61.95502471923828,170.75926208496094,14.371999740600586
2015-10-13,61.99284744262695,169.68313598632812,14.616666793823242
2015-10-14,62.21978759765625,168.8696746826172,14.458666801452637
2015-10-15,62.098731994628906,171.4625701904297,14.753999710083008
2015-10-16,62.076080322265625,172.24217224121094,15.133999824523926
2015-10-19,62.076080322265625,172.32691955566406,15.206666946411133
2015-10-20,61.97774124145508,172.1065673828125,14.20199966430664
2015-10-21,62.09120559692383,171.0388946533203,14.005999565124512
2015-10-22,62.19704818725586,173.9284210205078,14.114666938781738
2015-10-23,62.0382080078125,175.83494567871094,13.939332962036133
2015-10-26,62.106285095214844,175.40280151367188,14.350666999816895
2015-10-27,62.12145233154297,175.06378173828125,14.023332595825195
2015-10-28,61.94746780395508,177.05506896972656,14.197333335876465
2015-10-29,61.728111267089844,176.95347595214844,14.108667373657227
2015-10-30,61.86427688598633,176.19085693359375,13.795332908630371
