Price,Capital Gains,Capital Gains,Close,Close,Close,Dividends,Dividends,Dividends,High,High,High,Low,Low,Low,Open,Open,Open,Stock Splits,Stock Splits,Stock Splits,Volume,Volume,Volume,returns,outlier
Ticker,BND,SPY,BND,SPY,TSLA,BND,SPY,TSLA,BND,SPY,TSLA,BND,SPY,TSLA,BND,SPY,TSLA,BND,SPY,TSLA,BND,SPY,TSLA,,
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-24,0.0,0.0,61.305416107177734,175.33860778808594,17.694000244140625,0.0,0.0,0.0,61.35051941995959,177.33645223189467,18.07266616821289,61.267826189582074,175.0014233028297,17.594667434692383,61.33548115875486,177.27745073521845,17.825332641601562,0.0,0.0,0.0,804300,117755000,42547500,-0.010371770141503811,1
2015-07-27,0.0,0.0,61.42565155029297,174.318603515625,16.867332458496094,0.0,0.0,0.0,61.43317067575784,174.9592720455508,17.6286678314209,61.35047750188093,173.87182828436815,16.71933364868164,61.41061903477546,174.4450573446826,17.495332717895508,0.0,0.0,0.0,2022800,132361100,70413000,-0.005817339862158155,1
2015-07-28,0.0,0.0,61.320404052734375,176.45973205566406,17.654666900634766,0.0,0.0,0.0,61.38054558299778,176.60303607840157,17.69333267211914,61.31288492759845,174.32700906903648,16.78933334350586,61.35047481786608,175.16154501690565,17.049999237060547,0.0,0.0,0.0,1434700,123544800,58437000,0.012282845874491688,1
2015-07-29,0.0,0.0,61.267757415771484,177.67367553710938,17.58799934387207,0.0,0.0,0.0,61.32789892224849,177.90126930966397,17.859333038330078,61.22265415361859,176.4429275468673,17.46666717529297,61.32037980008643,176.58623161717537,17.618000030517578,0.0,0.0,0.0,1020500,105791300,41851500,0.006879436273100392,1
2015-07-30,0.0,0.0,61.290348052978516,177.7158203125,17.785999298095703,0.0,0.0,0.0,61.32793795230187,177.88441257358554,17.79599952697754,61.222693116692525,176.5356487593713,17.474000930786133,61.25276388906854,177.15945427442927,17.512666702270508,0.0,0.0,0.0,788000,91304400,30519000,0.0002372032618969122,1
2015-07-31,0.0,0.0,61.50080108642578,177.44602966308594,17.74333381652832,0.0,0.0,0.0,61.515839331361775,178.2468524025521,17.957332611083984,61.433146190443736,177.15942158584755,17.674667358398438,61.47824945443177,178.22156421119357,17.84000015258789,0.0,0.0,0.0,1589100,103266900,33339000,-0.0015181014776267654,1
2015-08-03,0.0,0.0,61.64318084716797,176.8474884033203,17.332666397094727,0.169,0.0,0.0,61.65824447489981,177.47129371843957,17.78066635131836,61.50005052094373,175.8864986741025,17.13800048828125,61.54524715142186,177.41229223421473,17.752666473388672,0.0,0.0,0.0,2085800,113965700,38302500,-0.003373089050806466,1
2015-08-04,0.0,0.0,61.432308197021484,176.5018768310547,17.75200080871582,0.0,0.0,0.0,61.60556592711881,177.23525999772042,17.781333923339844,61.41723880909887,176.01295043235726,17.222667694091797,61.59050228648373,176.77162178664867,17.333999633789062,0.0,0.0,0.0,1007300,81820800,35287500,-0.0019542916633196183,1
2015-08-05,0.0,0.0,61.33436965942383,177.0835418701172,18.0086669921875,0.0,0.0,0.0,61.37203737902079,178.12882132425926,18.066667556762695,61.251505274140186,176.7969209546239,17.360000610351562,61.356967992267165,177.40386322085675,17.57200050354004,0.0,0.0,0.0,2097000,85786800,93214500,0.0032955175860212016,1
2015-08-06,0.0,0.0,61.371986389160156,175.6336212158203,16.408666610717773,0.0,0.0,0.0,61.43225239152949,177.3785705399821,17.0,61.334318700858745,175.0435291821532,15.7413330078125,61.349388075092236,177.26897981439913,16.63599967956543,0.0,0.0,0.0,1173000,116030800,219357000,-0.008187777582178257,1
2015-08-07,0.0,0.0,61.50008773803711,175.2964324951172,16.167333602905273,0.0,0.0,0.0,61.552819087933116,175.62519182516738,16.248666763305664,61.43229275129343,174.38601907434085,15.892666816711426,61.469954717055664,175.4734626864189,16.238666534423828,0.0,0.0,0.0,1773800,117858000,76101000,-0.0019198415335796026,1
2015-08-10,0.0,0.0,61.371986389160156,177.50506591796875,16.076000213623047,0.0,0.0,0.0,61.47744901966533,177.58935561197563,16.197999954223633,61.334318700858745,176.41762210433706,15.736666679382324,61.45485070559741,176.41762210433706,15.876667022705078,0.0,0.0,0.0,1173300,80270700,62788500,0.012599420258670113,1
2015-08-11,0.0,0.0,61.605533599853516,175.9033660888672,15.824666976928711,0.0,0.0,0.0,61.688397948082546,176.57774779644564,15.953332901000977,61.552802264369994,175.1362567357122,15.629332542419434,61.575400587108,176.15626083705428,15.8100004196167,0.0,0.0,0.0,1424200,126081400,63973500,-0.009023403477632419,1
2015-08-12,0.0,0.0,61.58294677734375,176.1141357421875,15.878000259399414,0.0,0.0,0.0,61.79387215866682,176.2995910609025,15.98466682434082,61.567883141800216,173.113150203364,15.515999794006348,61.711007794963386,174.5883547804749,15.666666984558105,0.0,0.0,0.0,1029700,172123700,55920000,0.0011982127346774618,1
2015-08-13,0.0,0.0,61.45490646362305,175.89495849609375,16.167333602905273,0.0,0.0,0.0,61.582967524385914,176.64520484401035,16.43199920654297,61.43230812905166,175.34701767666365,15.941332817077637,61.5227014673372,175.95395998764815,15.990667343139648,0.0,0.0,0.0,845500,89383300,70338000,-0.0012445181936707739,1
2015-08-14,0.0,0.0,61.432308197021484,176.53562927246094,16.209999084472656,0.0,0.0,0.0,61.52270153540703,176.61149385216035,16.528667449951172,61.402175168463785,175.55777625823433,16.118000030517578,61.432308197021484,175.70108030747662,16.482667922973633,0.0,0.0,0.0,2279800,72786500,65472000,0.0036423487167849267,1
2015-08-17,0.0,0.0,61.54525375366211,177.52188110351562,16.999332427978516,0.0,0.0,0.0,61.60551976561971,177.52188110351562,17.106000900268555,61.515126494966545,175.47346057844797,16.700666427612305,61.575386759640914,175.93709882365724,17.03733253479004,0.0,0.0,0.0,821900,79072600,107650500,0.005586701308507802,1
2015-08-18,0.0,0.0,61.432308197021484,177.00767517089844,17.381332397460938,0.0,0.0,0.0,61.515172588733265,177.59775439252033,17.39666748046875,61.40970411513756,176.7716434822497,16.90399932861328,61.46997017225295,177.2437068595472,17.025333404541016,0.0,0.0,0.0,1083900,71692700,62925000,-0.0028965777594331943,1
2015-08-19,0.0,0.0,61.6507453918457,175.60836791992188,17.016666412353516,0.0,0.0,0.0,61.67334946742166,177.03298332175942,17.376667022705078,61.33435730121354,174.79068202678104,17.001333236694336,61.372025013220856,176.25744870550741,17.35533332824707,0.0,0.0,0.0,1356600,172946000,54064500,-0.007905347887460556,1
2015-08-20,0.0,0.0,61.703468322753906,171.94137573242188,16.14533233642578,0.0,0.0,0.0,61.74866496895849,175.58301604441758,16.970666885375977,61.650731239135744,171.88236138930534,16.126667022705078,61.67333530952265,174.0825236333636,16.804000854492188,0.0,0.0,0.0,1536900,194327900,73587000,-0.0208816483572819,1
2015-08-21,0.0,0.0,61.80140686035156,166.7655792236328,15.38466739654541,0.0,0.0,0.0,61.83906882285945,171.91615184361487,16.253332138061523,61.673345842710646,166.50425929269056,15.36733341217041,61.74867551501203,170.05317329478524,15.733332633972168,0.0,0.0,0.0,3459200,346588500,98853000,-0.030102100130010134,1
2015-08-24,0.0,0.0,61.786293029785156,159.7435760498047,14.591333389282227,0.0,0.0,0.0,62.09515193550563,166.4705050966609,15.426667213439941,61.71849809766981,153.75845539043252,13.0,61.99722400668965,158.0492029080504,13.519332885742188,0.0,0.0,0.0,4751800,507244300,143724000,-0.042107029559209086,-1
2015-08-25,0.0,0.0,61.58294677734375,157.86373901367188,14.66866683959961,0.0,0.0,0.0,61.711007794963386,164.7592599163388,15.393333435058594,61.469949395267655,157.56869297897325,14.607999801635742,61.711007794963386,164.74239683536007,15.368000030517578,0.0,0.0,0.0,5325500,369833100,64909500,-0.011767841202870777,1
2015-08-26,0.0,0.0,61.31929397583008,163.9247283935547,14.989333152770996,0.0,0.0,0.0,61.5754160274641,164.20289849210744,15.199999809265137,61.28162626363168,158.79100699875787,14.36733341217041,61.424756673242435,161.91844617345566,15.195332527160645,0.0,0.0,0.0,2742500,339257000,74445000,0.03839380352797739,-1
2015-08-27,0.0,0.0,61.40214538574219,167.9794158935547,16.19933319091797,0.0,0.0,0.0,61.48500973726114,168.10585683588835,16.316667556762695,61.28161332997471,164.55694385160427,15.387332916259766,61.29668271058802,166.08272458198266,15.399999618530273,0.0,0.0,0.0,2671000,274143900,114840000,0.024735056996802784,1
2015-08-28,0.0,0.0,61.432308197021484,167.98785400390625,16.565332412719727,0.0,0.0,0.0,61.57543289856112,168.4599173755032,16.76333236694336,61.402175168463785,166.84140887455845,16.10466766357422,61.53777092332965,167.33033532735877,16.124000549316406,0.0,0.0,0.0,2723900,160414400,82705500,5.023300210127424e-05,1
2015-08-31,0.0,0.0,61.34944152832031,166.63064575195312,16.604000091552734,0.0,0.0,0.0,61.54529758574481,167.86139327958728,16.996667861938477,61.34190683463866,166.0742799026352,16.367332458496094,61.530233945668826,167.0015563181651,16.374666213989258,0.0,0.0,0.0,3103700,163298800,70503000,-0.008079204654412475,1
2015-09-01,0.0,0.0,61.498863220214844,161.6571044921875,15.908666610717773,0.168,0.0,0.0,61.55170354908374,164.18602613098315,16.399999618530273,61.40072706719838,160.78040445425907,15.79800033569336,61.4384726274607,162.79511151198918,16.022666931152344,0.0,0.0,0.0,2577700,256000400,81822000,-0.02984769840698598,1
2015-09-02,0.0,0.0,61.45359420776367,164.72560119628906,16.512666702270508,0.0,0.0,0.0,61.5215293285121,164.76775248132103,16.525333404541016,61.39320359432115,162.2051035594674,15.985333442687988,61.4384936748201,164.05964433597663,16.35333251953125,0.0,0.0,0.0,1934700,160269300,69438000,0.018981514692723245,1
2015-09-03,0.0,0.0,61.498863220214844,164.84359741210938,16.3713321685791,0.0,0.0,0.0,61.57434858157556,166.95103278464268,16.80533218383789,61.44602289134594,164.34624575125503,16.333332061767578,61.53660302131325,165.44210185476058,16.804000854492188,0.0,0.0,0.0,2503000,152087800,62922000,0.000716319837131385,1
2015-09-04,0.0,0.0,61.64985275268555,162.34835815429688,16.1286678314209,0.0,0.0,0.0,61.67249779208652,163.41893872651536,16.272666931152344,61.50643225009087,161.5222472430891,15.880000114440918,61.60456267388361,162.5675396245496,16.05933380126953,0.0,0.0,0.0,1213800,207081000,55338000,-0.015137010457096478,1
2015-09-08,0.0,0.0,61.498863220214844,166.42831420898438,16.544666290283203,0.0,0.0,0.0,61.53660302131325,166.5800561843993,16.610666275024414,61.45357315523119,164.5231980166744,16.270000457763672,61.53660302131325,165.172291456139,16.336666107177734,0.0,0.0,0.0,1194600,116025700,47073000,0.025130873518350416,1
2015-09-09,0.0,0.0,61.48379898071289,164.202880859375,16.5939998626709,0.0,0.0,0.0,61.574384923308706,168.14800541293639,16.950000762939453,61.295082586347085,163.83198314687897,16.553333282470703,61.31018312303004,168.0215644726265,16.803333282470703,0.0,0.0,0.0,4265400,149347700,50862000,-0.013371723196179741,1
2015-09-10,0.0,0.0,61.35546112060547,165.0965118408203,16.565332412719727,0.0,0.0,0.0,61.468692086738784,166.25138244606842,16.71466636657715,61.35546112060546,163.74774789707638,16.35533332824707,61.468692086738784,164.00906785626978,16.48200035095215,0.0,0.0,0.0,1889000,158611100,40635000,0.0054422369252500324,1
2015-09-11,0.0,0.0,61.48379898071289,165.84669494628906,16.682666778564453,0.0,0.0,0.0,61.544189609110106,165.91413440394695,16.682666778564453,61.461153934855766,163.9837169089284,16.315332412719727,61.5139942949115,164.7002498916274,16.50933265686035,0.0,0.0,0.0,1411500,119691200,35262000,0.004543906452681767,1
2015-09-14,0.0,0.0,61.498863220214844,165.2313232421875,16.87933349609375,0.0,0.0,0.0,61.56679831769032,166.07429721225424,16.950000762939453,61.47621818772301,164.74239679601735,16.64466667175293,61.55925381296898,166.02372083209215,16.739999771118164,0.0,0.0,0.0,905900,79452000,43363500,-0.0037104851821186946,1
2015-09-15,0.0,0.0,61.242191314697266,167.296630859375,16.904666900634766,0.0,0.0,0.0,61.44600807630996,167.74340606413344,16.97333335876465,61.189350998568514,165.18919579437753,16.633333206176758,61.43845781424513,165.73712376617172,16.850000381469727,0.0,0.0,0.0,1697300,113806200,44002500,0.012499492085772834,1
2015-09-16,0.0,0.0,61.20446014404297,168.7465057373047,17.483333587646484,0.0,0.0,0.0,61.24975020448651,168.9403989915967,17.525333404541016,61.14406955734269,167.2544512254719,16.858667373657227,61.1969098809146,167.60007360459008,16.869333267211914,0.0,0.0,0.0,1579000,99581600,66256500,0.008666491790551456,1
2015-09-17,0.0,0.0,61.55171585083008,168.3671875,17.471332550048828,0.0,0.0,0.0,61.55171585083008,171.0309883334253,17.700000762939453,61.15918267864025,167.98785178588685,17.37933349609375,61.17428320942874,168.6116571545534,17.597333908081055,0.0,0.0,0.0,1833200,276046600,53787000,-0.002247858322442453,1
2015-09-18,0.0,0.0,61.725372314453125,165.6157989501953,17.374666213989258,0.0,1.033,0.0,61.73292258482259,168.35275638879665,17.58799934387207,61.58949624364699,165.20060260631766,17.166667938232422,61.619691565956,165.83611988005566,17.19733238220215,0.0,0.0,0.0,1639800,223657500,56446500,-0.016341595952623966,1
2015-09-21,0.0,0.0,61.498863220214844,166.47164916992188,17.613332748413086,0.0,0.0,0.0,61.64983394293628,167.50541211455916,18.10466766357422,61.45357315523119,165.41245363723786,17.053333282470703,61.61209414183788,166.4546984211017,17.59866714477539,0.0,0.0,0.0,933800,105726200,91803000,0.005167684636077086,1
2015-09-22,0.0,0.0,61.61211395263672,164.3109130859375,17.395999908447266,0.0,0.0,0.0,61.732889417815315,164.77696177825692,17.510000228881836,61.581918646550626,163.1669765620294,17.058000564575195,61.59701342001079,164.285493423596,17.268667221069336,0.0,0.0,0.0,1444000,153890900,54966000,-0.012979604003194867,1
2015-09-23,0.0,0.0,61.61211395263672,164.04824829101562,17.40399932861328,0.0,0.0,0.0,61.67249880564314,164.95491315922422,17.472000122070312,61.5592736067775,163.46357014917353,17.172000885009766,61.642309258722804,164.48039551646428,17.463333129882812,0.0,0.0,0.0,709000,92790600,39012000,-0.001598583989272151,1
2015-09-24,0.0,0.0,61.63479232788086,163.45509338378906,17.541332244873047,0.0,0.0,0.0,61.79331345119542,163.92114212941362,17.56333351135254,61.61969178708774,161.4722819165534,17.08066749572754,61.77821291040229,162.81957589329278,17.302000045776367,0.0,0.0,0.0,1454400,159378800,51723000,-0.00361573447693464,1
2015-09-25,0.0,0.0,61.5214958190918,163.4126434326172,17.12733268737793,0.0,0.0,0.0,61.619626193112005,165.23445403603463,17.79400062561035,61.5214958190918,162.53138577049936,17.07666778564453,61.59698116519678,164.9294052960137,17.77400016784668,0.0,0.0,0.0,1134000,155054800,56601000,-0.0002597040587301036,1
2015-09-28,0.0,0.0,61.680023193359375,159.31149291992188,16.562000274658203,0.0,0.0,0.0,61.72531325390364,162.61619106938852,17.319332122802734,61.551697515708405,158.99797514845,16.44066619873047,61.619632606524796,162.50603058551602,17.156667709350586,0.0,0.0,0.0,1305000,178515900,73516500,-0.025096898419530222,1
2015-09-29,0.0,0.0,61.725372314453125,159.4047393798828,16.44333267211914,0.0,0.0,0.0,61.80840801101069,160.77746603562392,16.98200035095215,61.672531940204564,158.39638283109798,16.36400032043457,61.6876324809435,159.5318506435529,16.69733238220215,0.0,0.0,0.0,1256600,159045600,55548000,0.000585309058699357,1
2015-09-30,0.0,0.0,61.84610366821289,162.37893676757812,16.559999465942383,0.0,0.0,0.0,61.85365393248616,162.54840548847173,16.82666778564453,61.71022770711506,160.52322388915175,16.1560001373291,61.74042300504394,161.3112592596426,16.799999237060547,0.0,0.0,0.0,4432000,163452000,73944000,0.018658149056706597,1
2015-10-01,0.0,0.0,61.87936782836914,162.80259704589844,15.991999626159668,0.164,0.0,0.0,61.99282583926848,163.10764588165466,16.566667556762695,61.871808192832894,160.84520573714303,15.808667182922363,61.939879536944005,162.76022663794805,16.500667572021484,0.0,0.0,0.0,2023700,131079000,68595000,0.002609083953583946,1
2015-10-02,0.0,0.0,62.11387252807617,165.23452758789062,16.504667282104492,0.0,0.0,0.0,62.28027113292893,165.25994725007183,16.51333236694336,62.02310493120678,160.25206692621876,15.661999702453613,62.15168803206785,160.802856442626,15.706666946411133,0.0,0.0,0.0,1770400,211003300,66360000,0.014937909997262189,1
2015-10-05,0.0,0.0,61.871849060058594,168.17481994628906,16.40999984741211,0.0,0.0,0.0,62.0382477124769,168.40360978670103,16.6560001373291,61.8718490600586,166.3614778299705,16.275333404541016,62.0382477124769,166.4716382956563,16.589332580566406,0.0,0.0,0.0,4199900,126320800,55348500,0.017794660724493205,1
2015-10-06,0.0,0.0,61.95502471923828,167.59864807128906,16.097333908081055,0.0,0.0,0.0,62.01553067113269,168.60700444497422,16.20199966430664,61.871822543328534,166.92924207889533,15.70533275604248,61.94745931123317,168.03927710215044,16.0,0.0,0.0,0.0,1925300,110274500,78378000,-0.003426029385279028,1
2015-10-07,0.0,0.0,61.95502471923828,168.9713592529297,15.46399974822998,0.0,0.0,0.0,62.000405625837956,169.3272474239699,15.846667289733887,61.871822543328534,167.33595451854197,15.274666786193848,61.92476885793333,168.53919917195427,15.775333404541016,0.0,0.0,0.0,1871000,124307300,102210000,0.00819046691269687,1
2015-10-08,0.0,0.0,61.8567008972168,170.4966278076172,15.114666938781738,0.0,0.0,0.0,62.00041481704119,170.78472594957356,15.381333351135254,61.82644503142659,168.276544715228,14.753999710083008,61.962593542124345,168.58159360954522,15.338666915893555,0.0,0.0,0.0,1118100,153055200,91998000,0.009026787506658751,1
2015-10-09,0.0,0.0,61.84916305541992,170.59829711914062,14.712667465209961,0.0,0.0,0.0,61.90210940147288,171.08128363306977,14.958000183105469,61.78109165508852,169.96277970158891,14.557332992553711,61.78109165508852,170.64066753290442,14.728667259216309,0.0,0.0,0.0,1197400,107069200,92376000,0.0005963127413766145,1
2015-10-12,0.0,0.0,61.95502471923828,170.75930786132812,14.371999740600586,0.0,0.0,0.0,62.000405625837956,170.96266517299208,14.866666793823242,61.871822543328534,170.242419811456,14.351332664489746,61.902072633917996,170.67456702837762,14.866000175476074,0.0,0.0,0.0,864100,56395600,57544500,0.0009438004066069094,1
2015-10-13,0.0,0.0,61.99286651611328,169.6831512451172,14.616666793823242,0.0,0.0,0.0,62.02312239025322,171.30160537883222,14.834667205810547,61.917229716122414,169.51368251893922,14.075332641601562,61.977741464402285,170.02208869747315,14.218667030334473,0.0,0.0,0.0,971700,88038700,77572500,-0.0063021842246214765,1
2015-10-14,0.0,0.0,62.21977996826172,168.86962890625,14.458666801452637,0.0,0.0,0.0,62.21977996826172,170.20845339252674,14.729999542236328,62.05337555312168,168.57306196329918,14.362000465393066,62.083631425939664,169.6237754852051,14.711333274841309,0.0,0.0,0.0,786300,99106200,46566000,-0.004794361331090569,1
2015-10-15,0.0,0.0,62.098731994628906,171.46258544921875,14.753999710083008,0.0,0.0,0.0,62.189499577297816,171.47105435918016,14.781999588012695,62.068476133739274,169.1662437455931,14.24666690826416,62.136553263419806,169.53908265803122,14.428667068481445,0.0,0.0,0.0,2264300,134142200,42663000,0.015354783212132572,1
2015-10-16,0.0,0.0,62.0760498046875,172.2421417236328,15.133999824523926,0.0,0.0,0.0,62.13656153452159,172.25907954256047,15.36533260345459,62.05335934867876,171.0982053940117,14.857999801635742,62.068484395779194,171.86930283310053,14.869333267211914,0.0,0.0,0.0,1241200,114580100,65017500,0.004546509504517848,1
2015-10-19,0.0,0.0,62.0760498046875,172.3268585205078,15.206666946411133,0.0,0.0,0.0,62.11387107851285,172.3268585205078,15.40999984741211,62.00797843666128,171.27614491075028,14.996000289916992,62.083615213595806,171.58966262596735,15.100000381469727,0.0,0.0,0.0,840100,76523900,37618500,0.0004918470940227238,1
2015-10-20,0.0,0.0,61.97773742675781,172.1065673828125,14.20199966430664,0.0,0.0,0.0,62.00799329892668,172.72513396492724,15.239999771118164,61.94748155458895,171.632049844224,13.466667175292969,61.97773742675781,171.88625936264876,15.1813325881958,0.0,0.0,0.0,1348200,78448500,223500000,-0.0012783331605218384,1
2015-10-21,0.0,0.0,62.0911979675293,171.03895568847656,14.005999565124512,0.0,0.0,0.0,62.15927513161593,172.68281683155578,14.320667266845703,62.04581703861709,170.8694740041509,13.920000076293945,62.0911979675293,172.53029883122733,14.13266658782959,0.0,0.0,0.0,943500,102038000,62272500,-0.0062032013686106335,1
2015-10-22,0.0,0.0,62.19707107543945,173.92837524414062,14.114666938781738,0.0,0.0,0.0,62.24245198585983,174.14021435051643,14.383333206176758,62.09117266659862,171.0388996596954,13.960000038146973,62.09117266659862,171.9964036283637,14.104000091552734,0.0,0.0,0.0,1101300,174911700,42378000,0.01689334189415148,1
2015-10-23,0.0,0.0,62.03822326660156,175.83493041992188,13.939332962036133,0.0,0.0,0.0,62.08360994548392,176.20776932270886,14.356666564941406,62.02309822078456,174.80963636689083,13.845999717712402,62.08360994548392,175.61462239992647,14.333333015441895,0.0,0.0,0.0,1367100,144442300,63532500,0.0109617259007051,1
2015-10-26,0.0,0.0,62.10631561279297,175.40283203125,14.350666999816895,0.0,0.0,0.0,62.17438699171738,175.71634986406363,14.392000198364258,62.10631561279297,175.02999302485713,14.0,62.129006072434436,175.6570416201212,14.092000007629395,0.0,0.0,0.0,1512200,69033000,50871000,-0.002457409273799893,1
2015-10-27,0.0,0.0,62.12145233154297,175.06387329101562,14.023332595825195,0.0,0.0,0.0,62.23491042178,175.40281074862747,14.473333358764648,62.12145233154297,174.37750360545348,13.833999633789062,62.21978536941688,174.72492290376854,14.322667121887207,0.0,0.0,0.0,929400,77905800,52791000,-0.0019324587653977154,1
2015-10-28,0.0,0.0,61.94747543334961,177.05511474609375,14.197333335876465,0.0,0.0,0.0,62.15926074688688,177.08053440337167,14.229999542236328,61.93991002337557,174.73336651715928,13.886667251586914,62.15926074688688,175.4027723748657,14.087332725524902,0.0,0.0,0.0,2617300,135906700,40929000,0.011374371066085187,1
2015-10-29,0.0,0.0,61.728153228759766,176.95346069335938,14.108667373657227,0.0,0.0,0.0,61.87186723107869,177.32629962472782,14.25,61.697897345602115,176.42810379714066,14.042667388916016,61.87186723107869,176.54673319079114,14.116666793823242,0.0,0.0,0.0,943200,90525500,27075000,-0.0005741379054773343,1
2015-10-30,0.0,0.0,61.864280700683594,176.19081115722656,13.795332908630371,0.0,0.0,0.0,61.864280700683594,177.47032760426288,14.108667373657227,61.713001336533466,176.0298243011024,13.592666625976562,61.72813215830732,177.14832803274922,14.026666641235352,0.0,0.0,0.0,1474100,131076900,66583500,-0.004309887657153011,1
2015-11-02,0.0,0.0,61.74226760864258,178.2753448486328,14.252667427062988,0.169,0.0,0.0,61.80290466385588,178.47023323572196,14.386667251586914,61.70437378613517,176.3942122647011,13.814666748046875,61.727111236173194,176.5213235055605,13.928000450134277,0.0,0.0,0.0,2939200,86270800,58918500,0.011831114674567766,1
2015-11-03,0.0,0.0,61.63609313964844,178.792236328125,13.890000343322754,0.0,0.0,0.0,61.7270486302178,179.35149476761924,14.295999526977539,61.59061828569475,177.69067020083986,13.850000381469727,61.69673013336135,177.91946009511207,14.256667137145996,0.0,0.0,0.0,3997100,95246100,124987500,0.002899399689458182,1
